id,dataset,model_type,past,coupling_layers,sliding_window,VUS_ROC,AUC_ROC,RANGE_PR_AUC,F,AUC_PR,Precision,Recall,Precision_at_k,Rprecision,Rrecall,RF,R_AUC_ROC,R_AUC_PR,VUS_PR,Affiliation_Precision,Affiliation_Recall
-,4-lotka_volterra-3-prey-2-predator-500-cooldown-1-mil-steps-no-anomaly,hybrid_knn,-1,-1,125,0.4158752190409719,0.4850090188623059,0,0.0,0.0002611747132537143,0.0,0.0,0.0,0.0,0.0,0.0,0.4385070859058071,0.0012782325715263768,0.0007668318860630314,0.48852509424604773,0.9857701467941706
-,4-lotka_volterra-3-prey-2-predator-500-cooldown-1-mil-steps-no-anomaly,pca,-1,-1,125,0.503523926440507,0.5510585687213445,0,0.0,0.0003096843699730101,0.0,0.0,0.0,0.0,0.0,0.0,0.523771887281519,0.0016848557678811613,0.001007620806297178,0.0755610642532463,0.009157682897992485
-,4-lotka_volterra-3-prey-2-predator-500-cooldown-1-mil-steps-no-anomaly,health_esn,-1,-1,125,0.5299665669731038,0.5834772283173115,0,0.0017147002572050385,0.0003959394572378807,0.0008648504806572863,0.09885931558935361,0.09885931558935361,0.0006928898838076964,0.09090909090909091,0.0013752975403332453,0.5600670277944456,0.0020022019932456198,0.0011595528888029203,0.637860088494818,0.14030633535923537
-,4-lotka_volterra-3-prey-2-predator-500-cooldown-1-mil-steps-no-anomaly,fast_mcd,-1,-1,125,0.3635998150801009,0.44985313409010486,0,0.0,0.000226285924470084,0.0,0.0,0.0,0.0,0.0,0.0,0.38561479182000175,0.001223240174524284,0.000731079700192759,0.44484262367297844,0.06379243505560922
-,4-lotka_volterra-3-prey-2-predator-500-cooldown-1-mil-steps-no-anomaly,autoencoder,-1,-1,125,0.38927356024477877,0.4743638934605585,0,0.0,0.00025069981345886787,0.0,0.0,0.0,0.0,0.0,0.0,0.4221168151157645,0.0013198058959780366,0.0007791212251960854,0.4546164923358433,0.552733999676291
-,4-lotka_volterra-3-prey-2-predator-500-cooldown-1-mil-steps-no-anomaly,robust_pca,-1,-1,125,0.3492624253475732,0.4220492192665954,0,0.0,0.00020914017387314236,0.0,0.0,0.0,0.0,0.0,0.0,0.3597067668902568,0.0011371002212912,0.0006883808351437602,0.6014001997808689,0.3298834836639731
-,4-lotka_volterra-3-prey-2-predator-500-cooldown-1-mil-steps-no-anomaly,knn,-1,-1,125,0.7634434024654073,0.771341738836683,0,0.0,0.0007597323928235122,0.0,0.0,0.0,0.0,0.0,0.0,0.7549512562331909,0.0021577703376237326,0.0015285701160519562,0.45635976485605884,0.06276133258611882
-,4-lotka_volterra-3-prey-2-predator-500-cooldown-1-mil-steps-no-anomaly,hbos,-1,-1,125,0.3323254103746534,0.41239503553824985,0,0.0,0.00028420871513393405,0.0,0.0,0.0,0.0,0.0,0.0,0.355698146899335,0.0011869266703584984,0.0007042616898385466,0.47724241787630484,0.9150498645321704
-,4-lotka_volterra-3-prey-2-predator-500-cooldown-1-mil-steps-no-anomaly,torsk,-1,-1,125,0.9983718772754118,0.998123630144873,0,0.0,0.06556968337073049,0.0,0.0,0.0,0.0,0.0,0.0,0.9985573797032875,0.6409994189952899,0.5947116779345482,0.47807258805518416,1.0
-,4-lotka_volterra-3-prey-2-predator-500-cooldown-1-mil-steps-no-anomaly,iforest,-1,-1,125,0.43232492652887883,0.5135237021087672,0,0.0,0.00029974764086128207,0.0,0.0,0.0,0.0,0.0,0.0,0.4572846198972837,0.0014998164603816644,0.0008877344668766709,0.5551508678990277,0.6747102159980704
-,4-lotka_volterra-3-prey-2-predator-500-cooldown-1-mil-steps-no-anomaly,gdn,-1,-1,125,0.3597932897494407,0.44317801900911113,0,0.0,0.0002216075583022913,0.0,0.0,0.0,0.0,0.0,0.0,0.38601471702949,0.0012067949919654375,0.00072311044455829,0.5214688523588746,0.22212547306434371
-,4-lotka_volterra-3-prey-2-predator-500-cooldown-1-mil-steps-no-anomaly,deepant,-1,-1,125,0.5463337370130914,0.6133841680826153,0,0.0,0.0004105906067623064,0.0,0.0,0.0,0.0,0.0,0.0,0.572411158447171,0.001998086099436043,0.0011742705200492925,0.5723933880050311,0.317810522884094
-,4-lotka_volterra-3-prey-2-predator-500-cooldown-1-mil-steps-no-anomaly,damp,-1,-1,125,0.6796539389526203,0.6449008367530168,0,0.00038948393378773126,0.0005556363050973862,0.0001981244221371021,0.011406844106463879,0.011406844106463879,0.00013835085777531822,0.02909090909090909,0.00027539200330470407,0.7332502217538239,0.0037921897374176184,0.0020768743846795155,0.5351685114950393,0.7261848033275554
-,4-lotka_volterra-3-prey-2-predator-500-cooldown-1-mil-steps-no-anomaly,pcc,-1,-1,125,0.5257811215763873,0.5926755910966501,0,0.0,0.0003219316490517695,0.0,0.0,0.0,0.0,0.0,0.0,0.5503458905274167,0.001713498806889144,0.0010181347883234453,0.5609179020596494,0.22671143294188909
